swc_id,denRadius
17545_00178,163.39262864562255
17545_00179,103.8519762278949
17545_00180,160.22589443661707
17781_00001,117.66040741034097
17781_00003,135.78918323517476
17781_00004,107.02558866040908
17781_2184_x15071_y19950,122.63583567523551
17781_2491_x13559_y38398,132.5393157513954
17781_3668_x9453_y17266,220.34954101522834
17781_3819_x16144_y41186,117.2835653775986
17781_4095_x17570_y12460,114.26088692232739
17781_4710_x13766_y10574,134.30919031558787
17781_4874_x11466_y11924,136.7318602337626
17781_5166_x11993_y10858,96.04309687334822
17781_5361_x17741_y11849,131.58361032013744
17781_5548_x15772_y8872,133.06967066961144
17781_5655_x10641_y11102,129.93249898329768
17781_5894_x11460_y10079,121.4309455984489
17781_6028_x9772_y42888,112.51853163358072
17781_6202_x7633_y12296,134.54586172302743
17781_6228_x12697_y8412,146.8064242525447
17781_6262_x6896_y13574,133.38896107948224
17781_6270_x9494_y43380,121.7042213053528
17781_6287_x8230_y11645,148.2603507308659
17781_6325_x14423_y8278,151.33138071309085
17781_6355_x6443_y33777,248.87755931546818
17781_6626_x22318_y13682,224.9442251966481
17781_6627_x22762_y14486,187.28090270568597
17781_6643_x22317_y12822,288.88377473672716
17781_6802_x8324_y14113,278.0183336652535
17781_6866_x8954_y41812,130.44626999795128
17781_6881_x22248_y12698,206.31055872239887
17781_7132_x8998_y15272,280.7870823657677
17781_7281_x18241_y11406,213.11743314137618
17782_3138_x32805_y18352,149.311743839133
17782_3253_x33739_y18314,132.0065090013736
17782_3284_x11909_y16428,104.5831858660326
17782_3352_x11384_y16404,112.12178248086761
17782_3487_x11014_y17041,128.90956905634084
17782_3651_x35286_y18512,137.87602819392526
17782_3672_x34784_y19432,96.16670213128552
17786_00001,121.88611741760798
17786_00017,117.81950378394944
17786_00022,215.70868134997562
17786_00024,164.05461793506134
17787_00007,89.91347742923041
17787_00013,131.52426950719183
17787_00014,146.4837754734057
17787_00019,152.6379710415671
17787_00026,102.95915063458969
17787_00029,102.31634098624167
17787_00048,121.86892454797501
17787_00049,113.95939744999724
17787_00050,127.79268864853925
17787_4521_x5172_y12873,202.78929466220666
17787_4690_x4440_y9176,128.53543460411456
17787_7070_x12739_y1410,132.70965553129167
17788_3709_x6000_y8213,88.08212023812179
17788_4719_x3512_y9492,167.41044711530324
17788_5059_x3960_y6601,123.62938912500448
17788_5767_x16636_y3662,136.1290122149048
18047_00047,207.40641259216164
18047_2622_x11862_y12983,324.3285245787088
18047_3132_x24052_y12385,351.86778200132335
18047_4141_x14168_y9063,248.6151155767683
18047_4458_x18853_y10785,216.33666558208924
18047_5719_x25513_y7957,200.22139526954527
18047_7769_x31046_y13195,204.06934355754484
182724_2238_x7096_y20268,288.5005188975792
182724_2247_x6785_y11803,344.8964041766799
182724_2333_x7081_y21185,296.4010644335943
182724_2383_x9300_y17890,217.5995049204413
182724_2494_x6419_y20983,288.8812522071203
182724_2525_x8483_y21088,286.2440957930695
182724_2526_x7529_y21792,269.97404501566336
182724_2670_x5615_y13225,312.90368931263504
182724_2926_x5279_y13761,308.1083142784056
182724_2997_x5821_y12613,388.021806104937
182724_3848_x8903_y23965,250.33251120674228
182724_3887_x5901_y10339,380.27673821339005
182724_4327_x4847_y18972,244.67600952617346
182724_4472_x5247_y12162,226.5355518047864
182724_4580_x5627_y9427,265.8896136493948
182724_4599_x8181_y6776,357.7744706556069
182724_4785_x5002_y11122,273.7958369696132
182724_5355_x5321_y20589,185.9515818340353
182724_5410_x4393_y11075,198.89164288288046
182724_5651_x9832_y25682,288.5739852589987
182724_5793_x8695_y5510,305.43251146374854
182724_5937_x3804_y11955,251.77706917049568
182725_2241_x9113_y11193,283.5295597368515
182725_2376_x10033_y10786,267.69749758845785
182725_2390_x8944_y12077,412.8668612597567
182725_2581_x9375_y21137,285.6820779881098
182725_2917_x9391_y22263,274.283367316837
182725_3680_x13452_y7614,227.6033640101951
182725_3762_x5563_y19178,347.1965361712072
182725_4080_x6576_y11407,228.78452687337676
182725_4160_x5717_y19181,357.20850222391186
182725_4290_x5671_y18488,324.95188316968256
182725_4390_x5078_y18459,249.05394657861285
182725_5012_x5980_y10427,236.89964752913946
182725_5094_x5532_y11642,232.96070103553936
182725_6819_x6109_y7853,221.87799938752306
182725_7341_x4593_y22594,229.00708625609084
18452_3926_x14445_y21337,148.91175684628456
18452_4002_x10332_y17479,133.32583062453827
18452_4126_x15225_y20986,161.70940450991878
18452_4272_x26686_y20064,168.59821586157122
18452_4536_x11274_y21067,130.01384714491195
18452_5511_x26566_y3403,116.68088192412323
18452_7249_x11408_y2071,112.27042403749276
18453_1641_x24165_y10580,165.40305610966286
18453_1643_x24077_y11694,175.3602446194234
18453_1674_x14446_y9719,161.5510100112786
18453_1924_x22284_y8069,143.15389773563373
18453_2190_x23739_y8507,183.13721418583646
18453_2400_x15836_y7243,187.92329151860605
18453_2428_x13810_y8197,157.48394934619589
18453_2632_x11687_y8383,194.79780299741614
18453_2645_x28684_y11703,128.14263733028042
18453_2713_x27713_y9899,166.7092164084771
18453_2884_x12998_y7285,136.6247463694505
18453_2991_x13607_y7348,197.17620522273657
18453_3021_x27493_y8943,182.3919810133412
18453_3147_x16721_y20510,85.79756373430759
18453_3186_x12745_y7108,145.65072323503486
18453_3218_x16785_y20581,126.29943505372383
18453_3225_x17398_y19713,137.58929757878954
18453_3316_x8214_y11076,133.61544297194928
18453_3326_x29413_y10076,98.24484609750172
18453_3350_x8925_y9653,136.36753270632605
18453_3456_x24161_y6646,155.57074821601236
18453_3471_x28224_y8289,113.23106859061754
18453_3492_x29357_y9198,95.10157132617212
18453_3516_x21006_y6048,142.68588790253892
18453_3564_x30226_y9677,138.81864961487435
18453_3579_x30397_y10103,133.0492785477956
18453_3678_x8938_y8684,106.128680437513
18453_3690_x8282_y9898,103.31446093938654
18453_3704_x10450_y7387,144.40390201204102
18453_3766_x16118_y20931,144.24992671796414
18453_3767_x22604_y5643,143.2497454373818
18453_3795_x13584_y5960,177.37653705712006
18453_3796_x16246_y20830,145.34064046978196
18453_3810_x16082_y20891,136.23047473163956
18453_3841_x9500_y7920,112.38876617859385
18453_3848_x19057_y7025,115.83605662739899
18453_3935_x22928_y21885,168.6297214415609
18453_3945_x11262_y6434,155.65601132259573
18453_4067_x16924_y5288,157.10945215040317
18453_4186_x30783_y11697,137.26025480574032
18453_4221_x16935_y5165,169.4599585664374
18453_4231_x30739_y8470,102.55499355723055
18453_4283_x7543_y12923,124.9051055729271
18453_4283_x7739_y13735,151.95966067519666
18453_4345_x12044_y5189,124.23160010795227
18453_4386_x31552_y9254,106.37024003215264
18453_4403_x30609_y7732,119.73983273703115
18453_4496_x31014_y8304,89.69993489841147
18453_4497_x29287_y7176,95.67932862913887
18453_4540_x32498_y9442,136.8146563699041
18453_4693_x33039_y11636,170.8832236685541
18453_4711_x14090_y3943,143.10129518561394
18453_4725_x30684_y6703,135.48974435577674
18453_4749_x31789_y8895,88.74282643588165
18453_4899_x10111_y5917,107.2021693563387
18453_5033_x32118_y8975,116.06279555426315
18453_5113_x9557_y5782,84.05047478414747
18453_5228_x9833_y5221,123.61322863000123
18453_5308_x10321_y5166,91.88354853021693
18453_5317_x24548_y3717,161.90533332161496
18453_5318_x33682_y14092,134.95069840154352
18453_5325_x32314_y8395,126.7553736753833
18453_5343_x23330_y3366,153.6895426823998
18453_5436_x32746_y12751,133.8785238778514
18453_5459_x9646_y5477,79.1957876308541
18453_5535_x29214_y5045,139.0195688540674
18453_5578_x32997_y13060,158.6140389524183
18453_5667_x25695_y3103,121.4179034191864
18453_5766_x31719_y6139,113.3040529503895
18453_5841_x19468_y3419,127.12243915267192
18453_5862_x33046_y12305,132.4911947755348
18453_5941_x24629_y3152,159.6927042418344
18453_5995_x24812_y3143,177.23905996307968
18453_6040_x24821_y3042,174.121435142041
18453_6053_x8032_y5933,115.44264497676289
18453_6181_x10238_y3690,127.085382668029
18453_6229_x34471_y10482,143.45080628071517
18453_6316_x30559_y4743,116.28820386701179
18453_6477_x30376_y5078,111.67889051411206
18453_6479_x9010_y4330,132.98270038667235
18453_6500_x34303_y12884,158.6751138216056
18453_6537_x8725_y4484,123.32060293626944
18453_6561_x9442_y3817,113.99300597629329
18453_6576_x22528_y4353,107.94953636119115
18453_6604_x9161_y4006,127.38196785902103
18453_6675_x10576_y3102,131.5021703491238
18453_6675_x8876_y4461,148.63975341599235
18453_6708_x6437_y7833,124.71695937747396
18453_6746_x8555_y4741,136.39313565884257
18453_6748_x28152_y3578,123.62396075880326
18453_6756_x7677_y5336,149.81188040902026
18453_6846_x11548_y2831,149.7744952128467
18453_7007_x11486_y3611,136.82712162514792
18453_7010_x8769_y4509,130.2506613558882
18453_7024_x9012_y4138,160.87295715394689
18453_7112_x9089_y4667,142.49564099462037
18453_7132_x11495_y3152,141.64601668109302
18453_7132_x31679_y7308,164.30244114822855
18453_7146_x8788_y4552,151.76082993280437
18453_7188_x11060_y3637,148.66707296747805
18453_7223_x30215_y5120,128.42718969447776
18453_7245_x12979_y2864,144.06831755082982
18453_7304_x11719_y3749,127.70464859550317
18453_7309_x5442_y9199,153.50829202618092
18453_7455_x32866_y9412,148.29952307817018
18453_7692_x10145_y15241,140.43469172838064
18453_7813_x5799_y12199,226.5211907353587
18454_00002,170.57178396555358
18454_00003,133.90214941241447
18454_00004,136.62205991321383
18454_00008,121.49512045181083
18454_00009,132.9336995995365
18454_00010,124.77150474930178
18454_00011,98.48150160071083
18454_00014,137.15497719213707
18454_00015,127.19820925450256
18454_00016,135.53097820322407
18454_00017,120.72961586301963
18454_00018,103.71784333197246
18454_00020,132.63677986115331
18454_00021,85.5268876985365
18454_00022,130.2896595949211
18454_00024,80.46711105417963
18454_00027,109.45165689829483
18454_00028,88.63627362360617
18454_00029,104.6637439366434
18454_00039,117.80295231581998
18454_00046,109.37820578471015
18454_00048,126.07370797307567
18454_00049,126.84102571968717
18454_00050,128.03667182185902
18454_00051,143.06676928941607
18454_00052,132.22381494239306
18454_00053,119.63040367603578
18454_00054,137.0680439933307
18454_00055,137.0621915460124
18454_00056,124.89999788103678
18454_00057,103.18493207590956
18454_00058,113.48383776474515
18454_00059,108.83599779059873
18454_00060,136.48553718030647
18454_00061,94.82419517922375
18454_00062,116.2506172169627
18454_00063,106.20819006616489
18454_00064,89.26596427878411
18454_00065,139.51791796673535
18454_00066,101.0298202693767
18454_00067,134.77623296104738
18454_00068,88.00190879982863
18454_00069,103.37955933971544
18454_00070,102.26738650314812
18454_00071,112.0371865096535
18454_00072,143.84028906134995
18454_00073,136.98496461332613
18454_00074,129.1571803189562
18454_00075,156.0690097994201
18454_00080,137.32128255425053
18454_00086,134.46506058344912
18454_00090,109.93335141599243
18454_00092,89.3496851089167
18454_00093,71.19658820492057
18454_00095,124.61470603306492
18454_00096,138.98545268844993
18454_00097,108.16635183871433
18454_00098,127.51497787013098
18454_00099,117.62880897646431
18454_00100,103.37030301303302
18454_00101,107.22203937756811
18454_00105,125.28634387419999
18454_00106,144.911033488056
18454_00107,120.40849212131859
18454_00109,147.3916333373519
18454_00111,134.19327468726058
18454_00126,126.63217392233825
18454_00127,133.23815049639748
18454_00128,141.84603332580582
18454_00129,103.10307985853466
18454_00130,117.42708613237846
18454_00131,147.4153455483566
18454_00132,142.1453483311051
18454_00133,120.06579990143615
18454_00134,107.9068741157073
18454_00135,110.7493323332596
18454_00136,142.67325414483636
18454_00137,98.73918142041536
18454_00138,118.50782424574184
18454_00139,120.16844332239118
18454_00140,98.96787172912558
18454_00141,117.38218052373581
18454_00142,128.67830006787918
18454_00143,114.65255569050903
18454_00144,132.78661810227112
18454_00145,91.64702847036644
18454_00146,108.43608078504123
18454_00147,134.0591248440288
18454_00148,114.4016536863204
18454_00149,110.88759424758445
18454_00150,120.27250881929427
18454_00151,125.09646198629845
18454_00152,108.96166578956588
18454_00153,122.15965536988686
18454_00154,113.0026257177656
18454_00155,105.95948363694983
18454_00156,117.43767350764178
18454_00157,125.30002705558196
18454_00158,136.78289555774313
18454_00159,125.44340743643143
18454_00160,114.75276925793064
18454_00161,133.40979703551506
18454_00162,106.6888419694149
18454_00163,112.96448221297818
18454_00164,120.12780858881374
18454_00165,135.85988196853953
18454_00166,123.13861337525188
18454_00167,136.34010695204947
18454_00168,139.2443086596638
18454_00169,156.35010207646238
18454_00170,105.35680289002339
18454_00171,107.01858605781061
18454_00174,105.98689909617033
18454_00176,177.6916490350184
18454_00177,143.4418274867468
18454_01000,138.04051697973975
18454_01001,93.024408095855
18454_01004,129.41306518334858
18454_01005,116.90553595855206
18454_01006,130.5932778937022
18454_01007,122.88569110314306
18454_01009,100.94963678245797
18454_01010,103.61869384728917
18454_01011,102.18973596399907
18454_01012,91.09484151593149
18454_01013,113.79400327874669
18454_01014,136.24531721818886
18454_01015,114.59856485751114
18454_01018,124.85138691672927
18454_01021,111.6478141170479
18454_01022,148.8765492717737
18454_01023,94.60312241253104
18454_01027,111.03891074124832
18454_01030,68.24407057828795
18454_01031,93.75902311656012
18454_01032,79.70935042902724
18454_01033,80.90094974885437
18454_01034,102.04155083878165
18454_01035,88.5778986922524
18454_01038,88.34079455439479
18454_01039,93.71619681922384
18454_01040,100.38768649686531
18454_01041,96.33624424967175
18454_01042,88.11694690741945
18454_01043,89.67889551641362
18454_01044,81.99298965512065
18454_01045,99.99452549418572
18454_01047,98.20778652700281
18454_01048,117.83767012547793
18454_01049,124.43260871556605
18454_01050,149.77593985281294
18454_01051,106.76688528238384
18454_01052,119.32462526794879
18454_01053,121.92408569530483
18454_01054,92.74512009364815
18454_01055,112.03783779948346
18454_01056,89.14432161235308
18454_01059,103.65267216952034
18454_01060,114.81971988794231
18454_01061,116.95478769596757
18454_01062,108.40562420272306
18454_01063,107.35920717467768
18454_01064,147.01028569407984
18454_01066,134.4708430997424
18454_01067,137.13951132250827
18454_01069,121.23219089268737
18454_01072,107.45090727488008
18454_01073,106.802391455746
18454_01074,137.95154556108537
18454_01075,142.20381430362065
18454_01078,137.79385261131688
18454_01079,139.90774517790138
18454_01080,96.39009120349263
18454_01081,94.91096545900078
18454_01082,113.66851457743466
18454_01085,105.3194165278538
18454_01086,112.53205757624463
18454_01089,98.70145038565958
18454_01090,99.5245850200177
18454_01091,141.5013996760726
18454_01092,93.99758483055075
18454_01093,111.03747159588583
18454_01094,117.34457521530538
18454_01095,92.96923382107386
18454_01096,103.62739990840481
18454_01097,101.24473986722617
18454_01098,99.13336246356529
18454_01099,121.83737445236625
18454_01100,100.02505293894505
18454_01101,98.6914404680321
18454_01103,99.81534448948719
18454_01104,97.41795865209531
18454_01105,86.89650485612648
18454_01106,110.80398461909789
18454_01107,116.29290032815005
18454_01108,135.14502253021539
18454_01109,93.82567075441645
18454_01110,107.56238903408865
18454_01111,89.9145483813357
18454_01112,79.32569810265886
18454_01113,88.63271897219869
18454_01114,97.69312257103041
18454_01115,100.56311134821298
18454_01116,99.64291729126953
18454_01117,88.98025069395733
18454_01118,89.31841904239988
18454_01119,90.73188140719654
18454_01120,106.80775093766054
18454_01121,115.44921460019641
18454_01122,82.8972740822575
18454_01123,86.808819114991
18454_01124,80.66137649572921
18454_01125,100.65273996856162
18454_01126,87.77268104738675
18454_01127,100.99720718464388
18454_01130,135.42653703227307
18454_01131,142.89937769066216
18454_01132,125.20527186688138
18454_01133,126.21693224164679
18454_01134,122.21877910033083
18455_00002,77.08400705960882
18455_00004,97.09916148824055
18455_00005,132.21766368095518
18455_00007,110.2245498561774
18455_00008,115.001292431926
18455_00009,115.28070568725066
18455_00011,119.01122764246455
18455_00012,124.67554342352437
18455_00013,113.80647946220513
18455_00014,120.33501900706881
18455_00015,108.85234474082702
18455_00016,105.55049805991928
18455_00017,96.00022243131578
18455_00018,89.80076608676725
18455_00019,100.95093587968056
18455_00020,100.03178366647523
18455_00021,83.93295901848278
18455_00022,88.46066467238491
18455_00023,162.14749341997484
18455_00026,131.11532660495078
18455_00028,132.74483967950087
18455_00030,149.27394178818756
18455_00031,115.94292462279637
18455_00032,113.7706600343217
18455_00033,101.96872784239648
18455_00036,101.61382545660882
18455_00037,128.96136741018228
18455_00040,98.71708511769603
18455_00041,101.13114797496424
18455_00042,104.64739599522636
18455_00043,107.80229905116553
18455_00044,104.62025535835217
18455_00045,105.4137276900697
18455_00046,84.88772780631578
18455_00047,103.96941266661791
18455_00048,127.31025221997183
18455_00049,92.53001759397941
18455_00050,97.4522311506253
18455_00106,124.45862894156028
18455_00110,120.59565371538872
18455_00119,109.56166985858816
18455_00120,88.6710072202704
18455_00121,89.56867024455971
18455_00122,179.84600135154037
18455_00123,171.3121304843076
18455_00124,145.30965244812907
18455_00125,115.68468431951145
18455_00126,128.38790643579307
18455_00127,103.08970834181544
18455_00132,131.37045971276459
18455_00133,151.07121180143383
18455_00134,97.09742314207307
18455_00135,91.82122153654447
18455_00136,86.97361005770875
18455_00137,95.57661317772121
18455_00138,84.94685726832631
18455_00139,96.06710184993548
18455_00140,127.34764949660804
18455_00142,101.95171972989583
18455_00143,110.76271208619175
18455_00144,121.1286872875684
18455_00145,79.65125489966977
18455_00146,91.94860923986685
18455_00147,102.83410268048051
18455_00148,99.57294603962085
18455_00150,103.94437563834256
18455_00152,100.43903031737075
18455_00153,121.5634600972627
18455_00154,112.97120077798846
18455_00158,144.75329972928427
18455_00159,123.6673559981203
18455_00163,110.9658465078525
18455_00165,128.1987673971087
18455_00172,119.49938881630806
18455_00180,108.36932474698338
18455_00181,141.93918549181043
18455_00182,113.52803556597988
18455_00199,135.7281665717536
18455_00200,89.40014548229509
18455_00201,92.56488327082593
18455_00202,119.90599223757667
18455_00203,115.52004304141705
18455_00204,93.26826813156336
18455_00205,104.33179441389798
18455_00206,93.41510722291976
18455_00208,114.21466645789567
18455_00210,112.81386744239387
18455_00220,152.0868283443481
18455_00224,122.7993934296399
18455_00240,112.40555327336911
18455_00252,105.0581364061332
18455_00253,113.69457520763389
18455_00254,111.84987650535865
18455_00255,92.38120793000047
18455_00256,107.36962515021797
18455_00257,107.44437475493332
18455_00258,95.16181287440203
18455_00259,93.05637924761402
18455_00260,83.98613971841968
18455_00261,90.23653872959028
18455_00262,102.82288653651328
18455_00263,107.7377016477925
18455_00264,133.1613890662057
18455_3718_x10944_y12140,148.38652026744768
18455_4619_x10185_y12182,121.77477159535272
18455_4709_x21225_y13716,123.7255945689754
18455_4982_x21552_y14337,118.72704435512765
18455_5253_x25617_y13881,100.2632184987985
18455_5316_x26308_y13288,100.58366324811581
18455_5404_x24949_y14106,129.52908304821148
18455_5472_x13482_y11733,114.11908702707743
18455_5474_x14981_y13279,112.50262908276902
18455_5507_x14812_y14221,113.00958025729011
18455_5517_x15391_y12702,123.83040659477992
18455_5730_x15780_y13638,121.81965357379107
18455_5898_x14920_y13352,138.06483926539693
18457_00001,115.1368452184762
18457_00002,121.21749462198457
18457_00003,115.62782739397744
18457_00004,99.73496955937505
18457_00005,89.42060656005336
18457_00006,110.94209281588547
18457_00007,116.60530532754295
18457_00008,142.96584910895666
18457_00009,175.00771817691026
18457_00010,100.38119096961475
18457_00012,100.11249334307958
18457_00013,105.13737893460328
18457_00014,87.39473984602355
18457_00015,111.48670793542223
18457_00017,90.31889983149874
18457_00018,107.36754208516601
18457_00019,94.12596222476779
18457_00023,79.03384040277818
18457_00024,97.45857945612106
18457_00025,84.34440426411753
18457_00026,119.33140275275044
18457_00027,99.98945506588885
18457_00028,110.55052878483812
18457_00029,106.96263499227791
18457_00030,117.36319118556658
18457_00031,96.80906372620156
18457_00032,141.26875577142988
18457_00033,97.54809093193695
18457_00034,130.3804723176256
18457_00035,104.057902935958
18457_00036,124.5302777248566
18457_00037,104.78629811132588
18457_00038,119.18612664363556
18457_00039,114.97591180258381
18457_00040,71.806293145342
18457_00041,114.37225894774787
18457_00043,147.29756544532634
18457_00044,121.34024156660334
18457_00045,130.91762019856066
18457_00046,120.18339567270657
18457_00047,110.09132244903962
18457_00048,102.1522656438079
18457_00049,100.02825260303406
18457_00051,96.55183180093798
18457_00052,116.2609435781693
18457_00053,182.95335981534862
18457_00054,120.74186809432618
18457_00055,112.93113285244895
18457_00056,105.916510767374
18457_00057,117.95489346715048
18457_00058,96.41628082812906
18457_00059,94.06544032200729
18457_00061,103.84966812127942
18457_00062,94.34652993485518
18457_00063,96.92535600520176
18457_00064,119.14150982508495
18457_00065,102.46060836312422
18457_00066,113.07858199251847
18457_00068,108.71508010029642
18457_00069,123.31513152260267
