,type,x,y,z,r,parent
18463_00075.swc,1,6971.525,4535.349999999999,1798.475,1.0,-1
18464_00004.swc,1,6094.45,3728.65,9084.625,1.0,-1
18464_00009.swc,1,4110.349999999999,3337.1250000000005,7534.650000000001,1.0,-1
18464_00010.swc,1,4688.450000000001,3521.8,7536.650000000001,1.0,-1
18464_00016.swc,1,4680.05,3520.4,6825.1,1.0,-1
18464_00029.swc,1,8761.575,3810.15,8265.699999999999,1.0,-1
18464_00031.swc,1,7774.65,3097.275,7797.025,1.0,-1
18464_00042.swc,1,7006.625,3924.45,7759.950000000001,1.0,-1
18464_00044.swc,1,6904.5,3855.6,7528.775000000001,1.0,-1
18464_00045.swc,1,7116.825,3836.65,7492.425,1.0,-1
18464_00046.swc,1,7068.95,3989.0,7360.4,1.0,-1
18464_00047.swc,1,7275.624999999999,3678.5,7851.25,1.0,-1
18464_00048.swc,1,7456.75,3841.55,7861.650000000001,1.0,-1
18464_00049.swc,1,7303.15,3782.7,7721.224999999999,1.0,-1
18464_00052.swc,1,7382.4,3922.9,7855.424999999999,1.0,-1
18464_00061.swc,1,5573.8,3726.35,4173.425,1.0,-1
18464_00074.swc,1,7172.375,3376.0,3947.8,1.0,-1
18464_00075.swc,1,7010.299999999999,3745.475,3910.675,1.0,-1
18464_00076.swc,1,7185.675,3851.825,3938.675,1.0,-1
18464_00079.swc,1,8166.424999999999,3745.35,3539.3,1.0,-1
18464_00080.swc,1,8028.675,3954.175,3593.2250000000004,1.0,-1
18464_00081.swc,1,4586.925,4316.825,8424.85,1.0,-1
18464_00082.swc,1,4615.5,5120.825,8752.475,1.0,-1
18464_00085.swc,1,4968.849999999999,4705.65,8844.125,1.0,-1
18464_00086.swc,1,5218.925,5164.8,8219.525,1.0,-1
18464_00088.swc,1,5259.275000000001,5505.0,8704.75,1.0,-1
18464_00102.swc,1,6371.775000000001,4626.95,6964.875000000001,1.0,-1
18464_00108.swc,1,4622.875,5865.425,8015.900000000001,1.0,-1
18464_00112.swc,1,4344.55,6735.174999999999,7347.499999999999,1.0,-1
18464_00119.swc,1,7176.275,4132.15,7419.925000000001,1.0,-1
18464_00122.swc,1,7184.3,4427.25,7752.75,1.0,-1
18464_00124.swc,1,6650.525000000001,4228.675,7474.875,1.0,-1
18464_00127.swc,1,6879.45,4305.025,7315.375,1.0,-1
18464_00128.swc,1,6810.45,4382.6,7317.924999999999,1.0,-1
18464_00129.swc,1,7034.35,4311.2,7523.625,1.0,-1
18464_00132.swc,1,7821.775,4276.625,7376.125,1.0,-1
18464_00133.swc,1,7190.15,4663.275000000001,7676.775000000001,1.0,-1
18464_00139.swc,1,6689.575000000001,4766.2,4818.75,1.0,-1
18464_00141.swc,1,4697.875,4632.4,2827.65,1.0,-1
18464_00143.swc,1,6794.075,4124.775000000001,3908.3,1.0,-1
18464_00153.swc,1,5420.349999999999,5459.3,3317.075,1.0,-1
18464_00155.swc,1,4988.150000000001,5895.349999999999,3872.5,1.0,-1
18464_00163.swc,1,5353.375,5036.975,2525.4,1.0,-1
18464_00169.swc,1,5239.325,5312.225,2398.025,1.0,-1
18464_00183.swc,1,6939.400000000001,4052.3,3649.85,1.0,-1
18464_00184.swc,1,7180.275000000001,4187.525000000001,3758.175,1.0,-1
18464_00191.swc,1,9041.825,3556.4500000000003,8311.475,1.0,-1
18464_00192.swc,1,6900.449999999999,3034.475,7138.200000000001,1.0,-1
18464_00193.swc,1,8373.375,3272.525,7914.525000000001,1.0,-1
18464_00194.swc,1,8962.25,3502.4500000000003,8170.025,1.0,-1
18464_00196.swc,1,7105.450000000001,2925.725,4210.224999999999,1.0,-1
18464_00197.swc,1,7033.499999999999,2958.525,4097.95,1.0,-1
18464_00198.swc,1,7291.325000000001,3013.9500000000003,3856.125,1.0,-1
18465_00001.swc,1,6571.525,3428.55,9034.8,1.0,-1
18465_00003.swc,1,4325.8,4213.675,8561.95,1.0,-1
18465_00005.swc,1,5045.8,3789.75,8632.9,1.0,-1
18465_00006.swc,1,6709.425,3754.525,9107.525,1.0,-1
18465_00007.swc,1,6332.5,3557.275,8667.825,1.0,-1
18465_00008.swc,1,6718.8,3507.125,8927.7,1.0,-1
18465_00009.swc,1,6380.625,3640.65,8580.775,1.0,-1
18465_00011.swc,1,6443.075000000001,3986.0,8926.525,1.0,-1
18465_00015.swc,1,5962.275000000001,4472.325,8808.8,1.0,-1
18465_00017.swc,1,6363.3,4140.400000000001,9053.05,1.0,-1
18465_00018.swc,1,6225.625,4265.425,8970.525000000001,1.0,-1
18465_00028.swc,1,4978.775000000001,3036.425,7260.825,1.0,-1
18465_00029.swc,1,5720.975,3067.0,7730.275000000001,1.0,-1
18465_00030.swc,1,5644.9,3385.3499999999995,8453.85,1.0,-1
18465_00031.swc,1,5499.375,3496.4500000000003,7562.8,1.0,-1
18465_00032.swc,1,3955.025,3463.85,7072.075,1.0,-1
18465_00033.swc,1,3973.3,3346.5000000000005,6767.125,1.0,-1
18465_00034.swc,1,3776.65,3857.775,7865.675,1.0,-1
18465_00035.swc,1,3721.725,3753.9,7173.075,1.0,-1
18465_00036.swc,1,5037.575,3698.625,7511.849999999999,1.0,-1
18465_00037.swc,1,4768.099999999999,3891.975,7679.7,1.0,-1
18465_00039.swc,1,5229.75,4017.325,7364.2,1.0,-1
18465_00040.swc,1,5150.15,3579.9,8118.000000000001,1.0,-1
18465_00041.swc,1,5496.175,3532.25,8001.7,1.0,-1
18465_00044.swc,1,5816.625,3997.45,8120.2,1.0,-1
18465_00045.swc,1,6342.1,3997.325,8360.550000000001,1.0,-1
18465_00046.swc,1,5407.125,4178.575,7562.875,1.0,-1
18465_00047.swc,1,6495.675,3801.725,7159.4,1.0,-1
18465_00048.swc,1,6525.325,4113.75,7253.35,1.0,-1
18465_00050.swc,1,4598.25,3622.075,6930.0,1.0,-1
18465_00052.swc,1,8394.875,3872.225,9613.45,1.0,-1
18465_00053.swc,1,8383.175,3865.75,9535.55,1.0,-1
18465_00054.swc,1,6918.525,2424.65,7482.5,1.0,-1
18465_00056.swc,1,6889.449999999999,3425.5000000000005,7612.3,1.0,-1
18465_00057.swc,1,7164.950000000001,3544.375,7813.025000000001,1.0,-1
18465_00058.swc,1,7003.874999999999,3607.3,7696.75,1.0,-1
18465_00059.swc,1,7351.8,3564.675,7747.575000000001,1.0,-1
18465_00070.swc,1,6916.0,3196.95,7323.55,1.0,-1
18465_00078.swc,1,7012.224999999999,4167.275,7774.925,1.0,-1
18465_00079.swc,1,7059.975,4076.875,7581.475,1.0,-1
18465_00080.swc,1,7148.050000000001,4071.45,7606.0,1.0,-1
18465_00081.swc,1,7121.325,4241.9,7924.775,1.0,-1
18465_00082.swc,1,7193.525,4269.225,7859.3,1.0,-1
18465_00083.swc,1,7301.5,4133.8,7647.95,1.0,-1
18465_00084.swc,1,7437.45,4297.75,7760.775,1.0,-1
18465_00089.swc,1,7107.375,3927.925,7336.05,1.0,-1
18465_00090.swc,1,6883.875,4042.5,7392.25,1.0,-1
18465_00091.swc,1,6818.325,4068.675,7176.025,1.0,-1
18465_00092.swc,1,7098.675,4029.625,7159.375,1.0,-1
18465_00106.swc,1,6861.400000000001,4010.925,3439.4500000000003,1.0,-1
18465_00109.swc,1,7135.599999999999,3480.525,3276.7000000000003,1.0,-1
18465_00110.swc,1,7073.85,3533.575,3290.525,1.0,-1
18465_00111.swc,1,7171.200000000001,3405.7250000000004,3270.25,1.0,-1
18465_00112.swc,1,7286.1,3397.425,3294.475,1.0,-1
18465_00113.swc,1,7469.199999999999,3358.175,3357.5000000000005,1.0,-1
18465_00114.swc,1,7336.075,3481.375,3357.55,1.0,-1
18465_00115.swc,1,7321.200000000001,3513.925,3262.45,1.0,-1
18465_00116.swc,1,7336.2,3600.3500000000004,3138.7,1.0,-1
18465_00117.swc,1,7442.650000000001,3517.3,3199.3,1.0,-1
18465_00119.swc,1,7998.125,3346.85,3407.4,1.0,-1
18465_00125.swc,1,7178.075,3919.175,3864.275,1.0,-1
18465_00126.swc,1,7298.925,3862.55,3211.025,1.0,-1
18465_00127.swc,1,7137.5,3866.3,3634.325,1.0,-1
18465_00128.swc,1,6973.325,3948.975,3616.15,1.0,-1
18465_00132.swc,1,7639.575000000001,4066.125000000001,3595.9000000000005,1.0,-1
18465_00133.swc,1,7297.9,3940.875,3336.55,1.0,-1
18465_00136.swc,1,7741.1,3661.45,3343.45,1.0,-1
18465_00140.swc,1,8134.475,3732.0,3151.0,1.0,-1
18465_00141.swc,1,7661.750000000001,3838.125,3199.925,1.0,-1
18465_00142.swc,1,7668.275,3912.9,3348.1250000000005,1.0,-1
18465_00145.swc,1,9068.35,3756.825,3165.725,1.0,-1
18465_00146.swc,1,9087.475,3798.1,3143.4,1.0,-1
18465_00148.swc,1,7528.175,3650.875,2997.75,1.0,-1
18465_00152.swc,1,9061.35,3900.3,3134.3250000000003,1.0,-1
18465_00154.swc,1,4913.375,4990.225,8855.575,1.0,-1
18465_00155.swc,1,6180.925,4884.075,9191.85,1.0,-1
18465_00156.swc,1,5363.25,4577.7,8926.525,1.0,-1
18465_00157.swc,1,5306.2,4791.275000000001,8829.875,1.0,-1
18465_00159.swc,1,5715.975,4973.875,9205.275,1.0,-1
18465_00161.swc,1,5419.975,5478.6,8856.35,1.0,-1
18465_00168.swc,1,3743.35,5640.7,7569.549999999999,1.0,-1
18465_00175.swc,1,6623.950000000001,4621.05,7062.35,1.0,-1
18465_00177.swc,1,6667.525000000001,4918.55,7287.7,1.0,-1
18465_00199.swc,1,4237.875,6384.5,7112.775000000001,1.0,-1
18465_00203.swc,1,3431.05,6018.125,6271.275,1.0,-1
18465_00204.swc,1,3409.5750000000003,6216.575000000001,6533.674999999999,1.0,-1
18465_00205.swc,1,3918.15,6110.95,6457.875,1.0,-1
18465_00206.swc,1,4368.25,5744.35,6982.95,1.0,-1
18465_00207.swc,1,4110.0,5852.075,6480.7,1.0,-1
18465_00209.swc,1,3303.2,6595.05,6694.599999999999,1.0,-1
18465_00213.swc,1,4349.45,6687.45,7359.099999999999,1.0,-1
18465_00219.swc,1,6803.125,4573.5,9350.35,1.0,-1
18465_00226.swc,1,7297.425,4570.2,8066.374999999999,1.0,-1
18465_00227.swc,1,7004.925,4329.5,7900.25,1.0,-1
18465_00228.swc,1,6882.375,4380.525,7756.975,1.0,-1
18465_00229.swc,1,7423.475,4435.150000000001,7871.125000000001,1.0,-1
18465_00230.swc,1,7206.85,4340.3,7718.349999999999,1.0,-1
18465_00233.swc,1,7199.45,4505.575000000001,7875.05,1.0,-1
18465_00234.swc,1,7535.625,4579.75,7900.775000000001,1.0,-1
18465_00235.swc,1,6855.450000000001,4724.875,7766.374999999999,1.0,-1
18465_00238.swc,1,7467.775000000001,4723.175,7848.999999999999,1.0,-1
18465_00241.swc,1,6779.125000000001,4149.375,7318.349999999999,1.0,-1
18465_00242.swc,1,7081.8,4808.825,7509.625,1.0,-1
18465_00243.swc,1,6993.725,4539.125,7106.475,1.0,-1
18465_00245.swc,1,6901.3,5241.15,6828.950000000001,1.0,-1
18465_00246.swc,1,6974.975,6061.2,8201.675,1.0,-1
18465_00248.swc,1,8906.475,5324.7,8008.35,1.0,-1
18465_00258.swc,1,6430.849999999999,4889.099999999999,5071.025000000001,1.0,-1
18465_00261.swc,1,6687.125,4992.425,4456.349999999999,1.0,-1
18465_00264.swc,1,5071.25,5077.275000000001,3003.25,1.0,-1
18465_00281.swc,1,6063.6,4679.275,1622.475,1.0,-1
18465_00282.swc,1,5471.650000000001,5208.125,2552.725,1.0,-1
18465_00283.swc,1,5650.45,5316.9,2319.875,1.0,-1
18465_00285.swc,1,6857.049999999999,6089.75,2694.7,1.0,-1
18465_00286.swc,1,7006.900000000001,4020.1,3833.35,1.0,-1
18465_00287.swc,1,6941.200000000001,4215.375,4004.55,1.0,-1
18465_00288.swc,1,7045.4,4179.099999999999,4025.65,1.0,-1
18465_00291.swc,1,7885.174999999999,4407.15,4051.825,1.0,-1
18465_00292.swc,1,7417.45,4119.8,3621.0,1.0,-1
18465_00294.swc,1,7011.525000000001,4492.425,3677.775,1.0,-1
18465_00300.swc,1,7979.75,4395.875,3418.55,1.0,-1
18465_00302.swc,1,8260.625,4370.150000000001,3474.9,1.0,-1
18465_00303.swc,1,7743.2,4426.375,3772.35,1.0,-1
18465_00304.swc,1,6940.2,4865.599999999999,4163.975,1.0,-1
18465_00305.swc,1,7042.025,4811.425,3691.7,1.0,-1
18465_00309.swc,1,6961.849999999999,6172.099999999999,2836.25,1.0,-1
18465_00312.swc,1,9119.325,3826.15,3183.5,1.0,-1
18465_00313.swc,1,6837.15,3246.4500000000003,4443.25,1.0,-1
18465_00319.swc,1,5419.724999999999,4114.25,3717.2,1.0,-1
18465_00328.swc,1,6857.375,3826.975,3253.75,1.0,-1
18465_00347.swc,1,7281.625,4217.95,3214.7,1.0,-1
18465_00348.swc,1,7446.625,4366.65,3111.1,1.0,-1
18465_00349.swc,1,6989.924999999999,4301.25,1690.3,1.0,-1
18470_3227_x19287_y16117.swc,1,4911.675,2400.975,8473.675,1.0,-1
18470_3582_x22459_y29708.swc,1,5630.35,951.325,5116.75,1.0,-1
18470_4630_x23468_y24795.swc,1,6862.75,716.625,6309.075,1.0,-1
18864_00002.swc,1,6291.299999999999,2107.8250000000003,1754.1,1.0,-1
18864_00015.swc,1,6246.775000000001,1578.15,2532.875,1.0,-1
18864_00021.swc,1,5237.7,1610.65,3144.175,1.0,-1
18864_00023.swc,1,5845.225,1408.75,2843.25,1.0,-1
18864_00025.swc,1,6000.25,1184.0,3156.25,1.0,-1
18864_00026.swc,1,3357.725,4301.975,2687.15,1.0,-1
18864_00029.swc,1,4673.85,4376.85,1772.55,1.0,-1
18864_00040.swc,1,4518.55,3573.4,1848.525,1.0,-1
18864_00043.swc,1,4393.8,4137.875,1803.15,1.0,-1
18864_00057.swc,1,2772.075,3547.6,5548.075,1.0,-1
18864_00114.swc,1,7397.475,1189.6,3090.875,1.0,-1
18864_00117.swc,1,8755.725,1531.975,2024.05,1.0,-1
18864_00119.swc,1,9279.95,1353.8,2446.275,1.0,-1
18864_00313.swc,1,6298.299999999999,3782.55,9775.375,1.0,-1
18864_1871_x3272_y21319.swc,1,2187.375,2563.45,7209.15,1.0,-1
18864_1917_x3417_y12763.swc,1,2273.625,2523.275,4321.45,1.0,-1
18864_2047_x3016_y12128.swc,1,2389.7,2288.2000000000003,4089.9,1.0,-1
18864_2086_x2903_y21496.swc,1,2454.6,2313.5750000000003,7296.200000000001,1.0,-1
18864_2520_x2913_y22642.swc,1,3065.725,2118.75,7707.474999999999,1.0,-1
18864_3015_x3194_y23588.swc,1,3832.425,2012.9,8004.5,1.0,-1
18864_3248_x2473_y15212.swc,1,3855.75,1359.55,5170.349999999999,1.0,-1
18864_3338_x3396_y21865.swc,1,4242.5,1843.95,7279.65,1.0,-1
18864_3473_x2641_y21082.swc,1,4185.55,1452.9,7027.075000000001,1.0,-1
18864_3488_x3691_y22599.swc,1,4483.825,1913.55,7506.3,1.0,-1
18864_3494_x2380_y13749.swc,1,4101.525000000001,1173.85,4744.575,1.0,-1
18864_3772_x5344_y6871.swc,1,4804.724999999999,2416.7000000000003,2575.775,1.0,-1
18864_4067_x3464_y21495.swc,1,4995.725,1513.4499999999998,7066.374999999999,1.0,-1
18864_4120_x3320_y13563.swc,1,4885.875,1316.125,4793.35,1.0,-1
18864_4157_x3358_y13741.swc,1,4925.425,1320.2,4846.025000000001,1.0,-1
18864_4267_x2794_y21031.swc,1,4999.2,1122.025,6924.375000000001,1.0,-1
18864_4380_x6371_y4940.swc,1,5530.775,2579.2000000000003,1983.525,1.0,-1
18864_4420_x4377_y8261.swc,1,5384.05,1688.4,3283.2000000000003,1.0,-1
18864_4429_x7945_y3080.swc,1,5647.849999999999,3152.25,1319.0,1.0,-1
18864_4554_x9386_y2232.swc,1,5844.95,3606.45,1096.75,1.0,-1
18864_4693_x10912_y2095.swc,1,6088.174999999999,4116.025,1187.425,1.0,-1
18864_4760_x3070_y21249.swc,1,5589.425,1024.9,6961.750000000001,1.0,-1
18864_4797_x9453_y2359.swc,1,6109.325,3496.4500000000003,1189.325,1.0,-1
18864_5030_x9347_y31359.swc,1,6684.8,3424.0250000000005,10305.775,1.0,-1
18864_5099_x6368_y29941.swc,1,6698.375,2466.4750000000004,9979.425,1.0,-1
18864_5242_x9483_y31549.swc,1,6926.15,3381.925,10366.15,1.0,-1
18864_5305_x7877_y31450.swc,1,6926.925,2867.175,10440.2,1.0,-1
18864_5444_x7352_y31475.swc,1,7049.349999999999,2647.9,10476.0,1.0,-1
18864_5637_x5637_y31619.swc,1,8425.35,760.025,2883.625,1.0,-1
18864_5648_x4839_y28849.swc,1,7107.025000000001,1549.825,9521.5,1.0,-1
18864_5692_x8806_y3272.swc,1,7114.974999999999,2909.375,1508.325,1.0,-1
18864_6057_x8520_y2391.swc,1,7632.174999999999,2750.075,1030.75,1.0,-1
18864_6074_x3503_y13192.swc,1,7231.950000000001,719.25,4677.0,1.0,-1
18864_6104_x9372_y1806.swc,1,7794.575000000001,3059.45,863.5999999999999,1.0,-1
18864_6139_x4843_y27122.swc,1,7678.749999999999,1296.225,8859.574999999999,1.0,-1
18864_6291_x8873_y32149.swc,1,8162.6,2831.85,10604.625,1.0,-1
18864_6321_x4387_y7047.swc,1,7617.950000000001,905.25,2782.4,1.0,-1
18864_6384_x3409_y13059.swc,1,7606.275,557.3249999999999,4582.825,1.0,-1
18864_6581_x10729_y2199.swc,1,8570.875,3465.6,1023.225,1.0,-1
18864_6733_x9057_y31875.swc,1,8788.825,2812.7,10480.325,1.0,-1
18864_6734_x4899_y27447.swc,1,8352.25,1075.4250000000002,8896.7,1.0,-1
18864_6805_x6340_y4681.swc,1,8379.05,1568.175,1859.125,1.0,-1
18864_6821_x5144_y6844.swc,1,8303.85,1035.45,2686.875,1.0,-1
18864_6956_x8154_y30811.swc,1,9009.575,2466.6,10140.95,1.0,-1
18867_2903_x13633_y8787.swc,1,3449.7750000000005,2887.525,7735.424999999999,1.0,-1
18867_3383_x10177_y11497.swc,1,4105.775,3808.5,9009.05,1.0,-1
18867_3469_x10058_y10954.swc,1,4236.975,3592.95,9023.275,1.0,-1
18867_3525_x9958_y10743.swc,1,4340.075,3507.25,9054.6,1.0,-1
18867_3758_x14594_y6944.swc,1,4667.275,1972.85,7325.075,1.0,-1
18867_3801_x9223_y10977.swc,1,4659.5,3572.5,9305.775,1.0,-1
18867_3807_x9130_y11820.swc,1,4677.275000000001,3889.55,9346.075,1.0,-1
18867_3832_x10338_y8748.swc,1,4744.675,2714.025,8851.325,1.0,-1
18867_3855_x11412_y8044.swc,1,4793.3,2419.775,8481.725,1.0,-1
18867_3926_x8710_y12751.swc,1,4818.25,4216.225,9496.15,1.0,-1
18867_3973_x31634_y12362.swc,1,4990.35,4143.475,1896.925,1.0,-1
18867_3994_x27846_y7437.swc,1,5093.15,2174.85,3199.15,1.0,-1
18867_4052_x9852_y8712.swc,1,5003.625,2687.325,9016.425,1.0,-1
18867_4156_x9348_y9148.swc,1,5131.900000000001,2850.125,9187.875,1.0,-1
18867_4202_x26848_y7080.swc,1,5335.95,2023.75,3534.1500000000005,1.0,-1
18867_4216_x9933_y8365.swc,1,5207.099999999999,2539.05,8968.325,1.0,-1
18867_4218_x8269_y11914.swc,1,5170.174999999999,3883.175,9616.425,1.0,-1
18867_4259_x9977_y8313.swc,1,5266.8,2520.95,8941.275,1.0,-1
18867_4296_x31171_y9797.swc,1,5489.9,3122.925,2080.8,1.0,-1
18867_4302_x30805_y9233.swc,1,5527.775,2899.35,2209.75,1.0,-1
18867_4330_x29413_y7746.swc,1,5517.775000000001,2285.575,2682.2,1.0,-1
18867_4336_x10280_y7972.swc,1,5351.424999999999,2385.475,8824.724999999999,1.0,-1
18867_4392_x7633_y13301.swc,1,5352.75,4371.25,9853.75,1.0,-1
18867_4397_x8352_y9768.swc,1,5394.05,3076.375,9522.8,1.0,-1
18867_4421_x31775_y9812.swc,1,5602.65,3129.275,1869.875,1.0,-1
18867_4457_x7592_y10554.swc,1,5421.55,3374.6000000000004,9795.825,1.0,-1
18867_4473_x25161_y6054.swc,1,5515.275,1606.025,4050.525,1.0,-1
18867_4513_x27588_y6824.swc,1,5670.8,1932.725,3298.25,1.0,-1
18867_4533_x14227_y15937.swc,1,5850.7,5282.7,7627.775,1.0,-1
18867_4554_x26130_y14869.swc,1,5936.025,4916.400000000001,3965.2,1.0,-1
18867_4593_x26568_y15120.swc,1,6002.0,5025.425,3827.675,1.0,-1
18867_4605_x30309_y8068.swc,1,5877.375,2428.675,2393.525,1.0,-1
18867_4621_x24147_y14734.swc,1,5897.525000000001,4829.95,4575.425,1.0,-1
18867_4647_x12409_y6656.swc,1,5636.05,1879.05,8103.749999999999,1.0,-1
18867_4677_x24410_y14710.swc,1,5977.325,4802.474999999999,4492.575,1.0,-1
18867_4689_x11723_y7039.swc,1,5696.375,2018.85,8318.550000000001,1.0,-1
18867_4724_x12558_y16835.swc,1,6051.575,5579.4,8184.325,1.0,-1
18867_4768_x26326_y6150.swc,1,5859.675,1697.4499999999998,3704.675,1.0,-1
18867_4776_x28359_y6621.swc,1,5969.45,1873.15,3040.85,1.0,-1
18867_4789_x23709_y15765.swc,1,6093.300000000001,5261.625,4718.275,1.0,-1
18867_4801_x7068_y12938.swc,1,5820.625,4220.075,9995.075,1.0,-1
18867_4817_x16327_y15739.swc,1,6060.175,5182.674999999999,6952.450000000001,1.0,-1
18867_4824_x31628_y8902.swc,1,6143.5,2770.6,1940.25,1.0,-1
18867_4826_x11914_y16564.swc,1,6169.75,5466.025,8377.05,1.0,-1
18867_4831_x27808_y6496.swc,1,5998.5,1826.75,3225.1,1.0,-1
18867_4874_x16831_y16618.swc,1,6126.525000000001,5567.900000000001,6816.599999999999,1.0,-1
18867_4889_x28329_y6770.swc,1,6105.775,1960.1,3065.225,1.0,-1
18867_4922_x30354_y7405.swc,1,6229.4,2179.5,2379.975,1.0,-1
18867_4926_x25796_y14504.swc,1,6297.650000000001,4672.975,4068.7,1.0,-1
18867_4954_x9860_y7599.swc,1,6018.825,2244.2,8933.925000000001,1.0,-1
18867_4957_x30093_y7560.swc,1,6277.349999999999,2256.225,2472.2000000000003,1.0,-1
18867_4984_x30860_y8156.swc,1,6331.8,2486.8,2215.9,1.0,-1
18867_5082_x26232_y14941.swc,1,6488.875,4876.0,3931.575,1.0,-1
18867_5083_x14145_y15212.swc,1,6409.125,4919.625,7606.85,1.0,-1
18867_5169_x12576_y5864.swc,1,6116.35,1608.775,8085.525,1.0,-1
18867_5194_x29530_y6807.swc,1,6488.825,2014.925,2662.675,1.0,-1
18867_5203_x10027_y7237.swc,1,6274.025000000001,2125.975,8870.175000000001,1.0,-1
18867_5287_x32054_y8614.swc,1,6701.6,2690.775,1805.75,1.0,-1
18867_5319_x14289_y4114.swc,1,6325.950000000001,794.9,7508.674999999999,1.0,-1
18867_5408_x30554_y7318.swc,1,6781.825000000001,2244.0750000000003,2323.15,1.0,-1
18867_5486_x20836_y5690.swc,1,6643.675,1528.6,5374.55,1.0,-1
18867_5640_x21236_y5683.swc,1,6832.8,1582.65,5264.25,1.0,-1
18867_5654_x12080_y5724.swc,1,6616.299999999999,1654.375,8263.724999999999,1.0,-1
18867_5665_x20882_y6561.swc,1,6902.549999999999,1963.025,5395.1,1.0,-1
18867_5867_x21009_y6208.swc,1,7131.699999999999,1824.85,5356.3,1.0,-1
18867_5894_x10157_y6463.swc,1,6997.549999999999,1932.075,8885.275,1.0,-1
18867_5942_x29015_y5711.swc,1,7277.9,1721.3000000000002,2881.625,1.0,-1
18867_6003_x18592_y6204.swc,1,7317.15,1836.775,6061.775,1.0,-1
18867_6007_x18415_y4843.swc,1,7249.250000000001,1109.375,6125.5,1.0,-1
18867_6014_x17935_y4434.swc,1,7244.125,922.85,6269.424999999999,1.0,-1
18867_6085_x20833_y6331.swc,1,7403.025,1859.825,5429.95,1.0,-1
18867_6091_x30186_y6043.swc,1,7512.8,1846.3,2488.5750000000003,1.0,-1
18867_6408_x9343_y6158.swc,1,7636.549999999999,1820.925,9179.375,1.0,-1
18867_6413_x20950_y6015.swc,1,7774.200000000001,1652.7,5403.799999999999,1.0,-1
18867_6452_x16339_y18318.swc,1,7993.049999999999,6168.35,6955.575000000001,1.0,-1
18867_6468_x21532_y7741.swc,1,7846.4,2211.0,5278.775000000001,1.0,-1
18867_6985_x12525_y4095.swc,1,8395.175000000001,980.9,8091.299999999999,1.0,-1
18867_6986_x31479_y5932.swc,1,8662.949999999999,1791.875,2048.1000000000004,1.0,-1
18867_7123_x11808_y5131.swc,1,8576.275,1499.025,8320.75,1.0,-1
18867_7172_x22280_y4802.swc,1,8684.449999999999,1030.55,4996.35,1.0,-1
18867_7390_x9887_y4961.swc,1,8948.625,1368.275,9117.8,1.0,-1
18867_7541_x13210_y4462.swc,1,9160.8,1130.0,7886.375,1.0,-1
18867_7583_x22567_y18119.swc,1,9560.95,6156.775,5012.975,1.0,-1
18867_7584_x10560_y5816.swc,1,9199.5,1810.175,8765.375,1.0,-1
18867_7790_x21511_y18480.swc,1,9803.275,6278.75,5347.075,1.0,-1
18867_7924_x22262_y16755.swc,1,9966.65,5598.2,5121.125,1.0,-1
18867_8235_x25208_y14610.swc,1,10307.175,4898.675,4196.900000000001,1.0,-1
18868_2225_x15897_y10006.swc,1,2308.025,3264.7,6312.425,1.0,-1
18868_2559_x15436_y13207.swc,1,2921.35,4344.925,6435.375000000001,1.0,-1
18868_2584_x14386_y13639.swc,1,2943.75,4510.6,6771.299999999999,1.0,-1
18868_2593_x15801_y13755.swc,1,2954.625,4547.2,6317.4,1.0,-1
18868_2601_x23273_y17306.swc,1,2923.975,5723.425,4013.4,1.0,-1
18868_2621_x11765_y8944.swc,1,2864.55,2771.65,7618.55,1.0,-1
18868_2924_x10668_y9719.swc,1,3301.9500000000003,3039.3,7975.575000000001,1.0,-1
18868_3009_x28076_y11485.swc,1,3500.875,3590.325,2560.9500000000003,1.0,-1
18868_3112_x27714_y10534.swc,1,3713.35,3270.05,2705.575,1.0,-1
18868_3207_x27726_y9448.swc,1,3884.1,2858.525,2722.625,1.0,-1
18868_3228_x28576_y10788.swc,1,3864.9,3341.525,2434.55,1.0,-1
18868_3389_x28317_y9872.swc,1,4164.05,3020.4,2548.7,1.0,-1
18868_3419_x27168_y8481.swc,1,4287.025,2501.625,2933.35,1.0,-1
18868_3453_x28753_y10380.swc,1,4230.425,3193.975,2419.1,1.0,-1
18868_3488_x24952_y7321.swc,1,4495.525,2073.25,3642.55,1.0,-1
18868_3507_x7704_y10476.swc,1,3987.95,3265.05,8892.6,1.0,-1
18868_3547_x28065_y9077.swc,1,4462.35,2734.225,2648.525,1.0,-1
18868_3552_x28542_y9340.swc,1,4437.55,2816.525,2491.975,1.0,-1
18868_3564_x27379_y8431.swc,1,4525.7,2485.15,2881.75,1.0,-1
18868_3592_x9776_y8113.swc,1,4340.95,2332.95,8150.05,1.0,-1
18868_3626_x29809_y12585.swc,1,4382.775000000001,3969.925,2051.625,1.0,-1
18868_3627_x28035_y8749.swc,1,4588.4,2601.2,2674.05,1.0,-1
18868_3658_x9598_y8113.swc,1,4434.3,2337.725,8198.725,1.0,-1
18868_3699_x17279_y16010.swc,1,4701.475,5273.575000000001,5878.2,1.0,-1
18868_3715_x8453_y8977.swc,1,4419.9,2689.5,8594.825,1.0,-1
18868_3781_x6715_y11703.swc,1,4306.7,3718.025,9199.075,1.0,-1
18868_3783_x28846_y9268.swc,1,4800.625,2800.875,2422.1,1.0,-1
18868_3799_x26336_y7466.swc,1,4970.150000000001,2115.15,3241.1250000000005,1.0,-1
