,type,x,y,z,r,parent
18453_3225_x17398_y19713.swc,1,4191.925,569.625,5118.125,1.0,-1
18453_3316_x8214_y11076.swc,1,4100.725,4458.9,2167.0750000000003,1.0,-1
18453_3326_x29413_y10076.swc,1,4581.825,4190.625,9228.675,1.0,-1
18453_3350_x8925_y9653.swc,1,4219.675,4977.349999999999,2482.225,1.0,-1
18453_3456_x24161_y6646.swc,1,4676.325,5614.025000000001,7557.875,1.0,-1
18453_3471_x28224_y8289.swc,1,4797.099999999999,4884.05,8750.725,1.0,-1
18453_3492_x29357_y9198.swc,1,4786.825000000001,4522.15,9152.7,1.0,-1
18453_3516_x21006_y6048.swc,1,4534.349999999999,5959.125,6658.499999999999,1.0,-1
18453_3564_x30226_y9677.swc,1,4839.4,4326.125,9458.725,1.0,-1
18453_3579_x30397_y10103.swc,1,4861.675,4161.8,9513.375,1.0,-1
18453_3678_x8938_y8684.swc,1,4637.599999999999,5384.05,2514.575,1.0,-1
18453_3690_x8282_y9898.swc,1,4638.2,4952.5,2263.475,1.0,-1
18453_3704_x10450_y7387.swc,1,4793.5,5796.224999999999,3168.975,1.0,-1
18453_3766_x16118_y20931.swc,1,4828.525,143.325,4644.45,1.0,-1
18453_3767_x22604_y5643.swc,1,4902.625,6085.375,7128.950000000001,1.0,-1
18453_3795_x13584_y5960.swc,1,4881.7,6271.7,4249.475,1.0,-1
18453_3796_x16246_y20830.swc,1,4881.1,190.15,4691.325,1.0,-1
18453_3810_x16082_y20891.swc,1,4892.0,169.125,4635.900000000001,1.0,-1
18453_3841_x9500_y7920.swc,1,4909.25,5673.275000000001,2790.4,1.0,-1
18453_3848_x19057_y7025.swc,1,4953.55,5751.325,5986.475,1.0,-1
18453_3935_x22928_y21885.swc,1,5228.85,-306.77500000000003,6726.625,1.0,-1
18453_3945_x11262_y6434.swc,1,5067.55,6154.675,3460.3499999999995,1.0,-1
18453_4067_x16924_y5288.swc,1,5095.875,6520.675,5273.975,1.0,-1
18453_4186_x30783_y11697.swc,1,5783.25,3602.875,9417.075,1.0,-1
18453_4221_x16935_y5165.swc,1,5282.849999999999,6595.2,5280.675,1.0,-1
18453_4231_x30739_y8470.swc,1,5695.875,4805.474999999999,9460.875,1.0,-1
18453_4283_x7543_y12923.swc,1,5387.425,3858.95,2072.8,1.0,-1
18453_4283_x7739_y13735.swc,1,5417.6,3513.5,2143.25,1.0,-1
18453_4345_x12044_y5189.swc,1,5423.225,6674.975,3587.45,1.0,-1
18453_4386_x31552_y9254.swc,1,5896.775000000001,4507.6,9730.55,1.0,-1
18453_4403_x30609_y7732.swc,1,5919.325,5098.425,9418.575,1.0,-1
18453_4496_x31014_y8304.swc,1,6026.575,4887.075,9530.2,1.0,-1
18453_4497_x29287_y7176.swc,1,6036.825000000001,5374.2,8943.075,1.0,-1
18453_4540_x32498_y9442.swc,1,6057.925,4420.325,10091.4,1.0,-1
18453_4693_x33039_y11636.swc,1,6277.325,3584.375,10239.0,1.0,-1
18453_4711_x14090_y3943.swc,1,5775.525,7197.750000000001,4195.2,1.0,-1
18453_4725_x30684_y6703.swc,1,6297.825000000001,5527.05,9513.175,1.0,-1
18453_4749_x31789_y8895.swc,1,6362.625,4673.175,9774.9,1.0,-1
18453_4899_x10111_y5917.swc,1,6085.125,6523.85,2961.65,1.0,-1
18453_5033_x32118_y8975.swc,1,6722.525000000001,4663.675,9874.575,1.0,-1
18453_5113_x9557_y5782.swc,1,6301.275,6618.15,2729.275,1.0,-1
18453_5228_x9833_y5221.swc,1,6405.025000000001,6831.675,2789.9,1.0,-1
18453_5308_x10321_y5166.swc,1,6504.474999999999,6842.35,2960.7,1.0,-1
18453_5317_x24548_y3717.swc,1,6891.400000000001,7037.475,7641.35,1.0,-1
18453_5318_x33682_y14092.swc,1,7182.299999999999,2772.975,10385.225,1.0,-1
18453_5325_x32314_y8395.swc,1,7083.875,4916.45,9966.225,1.0,-1
18453_5343_x23330_y3366.swc,1,6897.3,7246.7,7269.875,1.0,-1
18453_5436_x32746_y12751.swc,1,7348.6,3349.15,9997.5,1.0,-1
18453_5459_x9646_y5477.swc,1,6674.9,6755.925,2718.55,1.0,-1
18453_5535_x29214_y5045.swc,1,7236.650000000001,6316.65,9084.95,1.0,-1
18453_5578_x32997_y13060.swc,1,7546.7,3253.4999999999995,10077.575,1.0,-1
18453_5667_x25695_y3103.swc,1,7338.075000000001,7238.724999999999,8045.924999999999,1.0,-1
18453_5766_x31719_y6139.swc,1,7590.4,5843.575,9877.3,1.0,-1
18453_5841_x19468_y3419.swc,1,7524.150000000001,7459.325,5976.5,1.0,-1
18453_5862_x33046_y12305.swc,1,7926.224999999999,3598.225,10101.75,1.0,-1
18453_5941_x24629_y3152.swc,1,7697.575000000001,7306.950000000001,7659.15,1.0,-1
18453_5995_x24812_y3143.swc,1,7774.625,7299.825,7717.125,1.0,-1
18453_6040_x24821_y3042.swc,1,7845.325,7342.375,7723.525,1.0,-1
18453_6053_x8032_y5933.swc,1,7347.549999999999,6697.700000000001,2062.325,1.0,-1
18453_6181_x10238_y3690.swc,1,7507.8,7461.025,2788.225,1.0,-1
18453_6229_x34471_y10482.swc,1,8348.425000000001,4203.275,10700.325,1.0,-1
18453_6316_x30559_y4743.swc,1,8255.25,6468.7,9533.925,1.0,-1
18453_6477_x30376_y5078.swc,1,8470.425,6359.3,9422.675,1.0,-1
18453_6479_x9010_y4330.swc,1,7855.125,7260.5,2326.275,1.0,-1
18453_6500_x34303_y12884.swc,1,8788.9,3397.05,10566.55,1.0,-1
18453_6537_x8725_y4484.swc,1,7926.65,7208.199999999999,2216.825,1.0,-1
18453_6561_x9442_y3817.swc,1,7983.0,7440.775,2451.65,1.0,-1
18453_6576_x22528_y4353.swc,1,8642.525000000001,6976.7,6884.824999999999,1.0,-1
18453_6604_x9161_y4006.swc,1,8032.425000000001,7375.725,2347.125,1.0,-1
18453_6675_x10576_y3102.swc,1,8172.175,7697.775,2832.025,1.0,-1
18453_6675_x8876_y4461.swc,1,8104.625,7207.75,2238.775,1.0,-1
18453_6708_x6437_y7833.swc,1,8085.9,6041.45,1357.075,1.0,-1
18453_6746_x8555_y4741.swc,1,8192.25,7107.474999999999,2112.65,1.0,-1
18453_6748_x28152_y3578.swc,1,8826.550000000001,7024.7,8731.125,1.0,-1
18453_6756_x7677_y5336.swc,1,7439.025,6646.275,8900.025,1.0,-1
18453_6846_x11548_y2831.swc,1,8456.375,7787.0,3169.4500000000003,1.0,-1
18453_7007_x11486_y3611.swc,1,8691.875,7471.375,3127.725,1.0,-1
18453_7010_x8769_y4509.swc,1,8552.125,7177.424999999999,2123.725,1.0,-1
18453_7024_x9012_y4138.swc,1,8589.975,7319.499999999999,2213.85,1.0,-1
18453_7112_x9089_y4667.swc,1,8716.4,7079.7,2221.9,1.0,-1
18453_7132_x11495_y3152.swc,1,8848.75,7672.650000000001,3119.125,1.0,-1
18453_7132_x31679_y7308.swc,1,9430.1,5485.825,9621.475,1.0,-1
18453_7146_x8788_y4552.swc,1,8753.125,7143.2,2108.775,1.0,-1
18453_7188_x11060_y3637.swc,1,8916.375,7478.874999999999,2948.55,1.0,-1
18453_7223_x30215_y5120.swc,1,9523.95,6350.55,9256.425,1.0,-1
18453_7245_x12979_y2864.swc,1,9073.6,7777.299999999999,3660.925,1.0,-1
18453_7304_x11719_y3749.swc,1,9107.675,7427.849999999999,3194.675,1.0,-1
18453_7309_x5442_y9199.swc,1,8821.275,5536.724999999999,938.85,1.0,-1
18453_7455_x32866_y9412.swc,1,9973.55,4755.875,9971.65,1.0,-1
18453_7692_x10145_y15241.swc,1,9716.175,3363.6249999999995,2824.825,1.0,-1
18453_7813_x5799_y12199.swc,1,9624.425,4476.95,1173.3,1.0,-1
18454_00002.swc,1,6134.85,3432.0,8675.575,1.0,-1
18454_00003.swc,1,4830.15,3831.775,8772.775,1.0,-1
18454_00004.swc,1,4873.575000000001,3851.45,8791.75,1.0,-1
18454_00008.swc,1,4435.075,3271.4750000000004,8067.175,1.0,-1
18454_00009.swc,1,4532.175,2884.225,7378.0,1.0,-1
18454_00010.swc,1,4546.8,3092.6,7218.425,1.0,-1
18454_00011.swc,1,4332.200000000001,3395.3,7997.650000000001,1.0,-1
18454_00014.swc,1,4447.05,3647.55,8473.975,1.0,-1
18454_00015.swc,1,4903.25,3800.275,8524.949999999999,1.0,-1
18454_00016.swc,1,3710.1,4038.225,7769.974999999999,1.0,-1
18454_00017.swc,1,3382.3,4013.750000000001,7562.275,1.0,-1
18454_00018.swc,1,4181.125,3561.775,7649.325000000001,1.0,-1
18454_00020.swc,1,4401.975,3599.975,7822.025,1.0,-1
18454_00021.swc,1,4912.75,3580.8250000000003,7736.150000000001,1.0,-1
18454_00022.swc,1,4202.225,4018.3,7512.5,1.0,-1
18454_00024.swc,1,5694.875,2886.125,7782.95,1.0,-1
18454_00027.swc,1,5243.2,3461.8,7691.500000000001,1.0,-1
18454_00028.swc,1,3262.6,3961.725,7069.374999999999,1.0,-1
18454_00029.swc,1,3847.325,4032.375,8275.525,1.0,-1
18454_00039.swc,1,4403.85,4308.45,7906.15,1.0,-1
18454_00046.swc,1,6608.724999999999,3902.7,7512.5,1.0,-1
18454_00048.swc,1,6655.474999999999,4121.6,7096.85,1.0,-1
18454_00049.swc,1,3542.125,4523.925,6982.675,1.0,-1
18454_00050.swc,1,6023.275000000001,4287.0,5703.475,1.0,-1
18454_00051.swc,1,6531.650000000001,4350.4,6880.025000000001,1.0,-1
18454_00052.swc,1,6749.525,4328.725,6973.7,1.0,-1
18454_00053.swc,1,6046.224999999999,4267.974999999999,5806.55,1.0,-1
18454_00054.swc,1,6556.15,4794.700000000001,6149.55,1.0,-1
18454_00055.swc,1,6232.200000000001,4876.1,5920.3,1.0,-1
18454_00056.swc,1,6208.35,4773.125,5811.724999999999,1.0,-1
18454_00057.swc,1,6446.599999999999,4762.474999999999,5770.575,1.0,-1
18454_00058.swc,1,6433.450000000001,4818.7,5734.349999999999,1.0,-1
18454_00059.swc,1,7632.65,3140.25,7904.000000000001,1.0,-1
18454_00060.swc,1,6917.05,3363.175,7850.775000000001,1.0,-1
18454_00061.swc,1,7000.55,3373.075,7817.574999999999,1.0,-1
18454_00062.swc,1,7804.625,3682.375,7825.25,1.0,-1
18454_00063.swc,1,8229.900000000001,3543.9500000000003,7804.6,1.0,-1
18454_00064.swc,1,6837.45,3543.5250000000005,7618.575,1.0,-1
18454_00065.swc,1,6673.325,3649.35,7230.65,1.0,-1
18454_00066.swc,1,6795.625,3950.65,7360.5,1.0,-1
18454_00067.swc,1,7499.925,3633.425,7679.525,1.0,-1
18454_00068.swc,1,6821.250000000001,4263.625,7888.1,1.0,-1
18454_00069.swc,1,8359.275,3832.4,7965.775,1.0,-1
18454_00070.swc,1,7192.05,4087.1,7384.75,1.0,-1
18454_00071.swc,1,6843.725,4217.45,7208.674999999999,1.0,-1
18454_00072.swc,1,7049.200000000001,4127.349999999999,7135.150000000001,1.0,-1
18454_00073.swc,1,7554.174999999999,4116.075,7363.4,1.0,-1
18454_00074.swc,1,6726.8,3903.725,5863.150000000001,1.0,-1
18454_00075.swc,1,7010.250000000001,4429.075000000001,6680.800000000001,1.0,-1
18454_00080.swc,1,4498.025,3109.125,4305.55,1.0,-1
18454_00086.swc,1,4590.2,3499.25,3630.8,1.0,-1
18454_00090.swc,1,3905.425,4311.0,3259.55,1.0,-1
18454_00092.swc,1,5010.85,3412.8250000000003,3702.900000000001,1.0,-1
18454_00093.swc,1,5369.700000000001,3483.8749999999995,3216.325,1.0,-1
18454_00095.swc,1,6056.55,4293.6,5487.175,1.0,-1
18454_00096.swc,1,5970.7,4276.55,5327.0,1.0,-1
18454_00097.swc,1,6130.599999999999,4214.099999999999,5339.7,1.0,-1
18454_00098.swc,1,6035.75,4193.9,5184.425,1.0,-1
18454_00099.swc,1,6254.325,4678.7,5176.85,1.0,-1
18454_00100.swc,1,6385.475,4678.150000000001,5148.05,1.0,-1
18454_00101.swc,1,6356.924999999999,4699.175,5128.85,1.0,-1
18454_00105.swc,1,6637.975,4242.65,3925.95,1.0,-1
18454_00106.swc,1,6568.775,4519.35,4003.525,1.0,-1
18454_00107.swc,1,6591.249999999999,4633.25,4092.5,1.0,-1
18454_00109.swc,1,6656.05,4494.125,3704.6,1.0,-1
18454_00111.swc,1,4352.375,4207.575,2701.425,1.0,-1
18454_00126.swc,1,7260.525,3299.1,3650.425,1.0,-1
18454_00127.swc,1,7011.025,3495.15,3737.0,1.0,-1
18454_00128.swc,1,7001.325,3452.0000000000005,3550.575,1.0,-1
18454_00129.swc,1,7360.4,3404.0,3337.45,1.0,-1
18454_00130.swc,1,6635.250000000001,3913.05,5236.5,1.0,-1
18454_00131.swc,1,7037.175,4625.575,4546.35,1.0,-1
18454_00132.swc,1,7340.65,4577.925,4476.95,1.0,-1
18454_00133.swc,1,6871.45,3820.3,3816.775,1.0,-1
18454_00134.swc,1,6953.5,4002.85,3689.275,1.0,-1
18454_00135.swc,1,6820.6,4281.5,4079.825,1.0,-1
18454_00136.swc,1,7079.224999999999,4276.025,4243.425,1.0,-1
18454_00137.swc,1,6789.025,4080.6,3876.975,1.0,-1
18454_00138.swc,1,7102.150000000001,4078.3,3896.375,1.0,-1
18454_00139.swc,1,7240.725,4050.15,3717.375,1.0,-1
18454_00140.swc,1,7056.5,4263.4,3905.45,1.0,-1
18454_00141.swc,1,7375.974999999999,4309.275000000001,3913.175,1.0,-1
18454_00142.swc,1,7597.175,4130.525,3691.4,1.0,-1
18454_00143.swc,1,7743.2,4218.5,3857.325,1.0,-1
18454_00144.swc,1,8039.275000000001,4201.475,3689.225,1.0,-1
18454_00145.swc,1,6955.450000000001,4204.775,3540.9999999999995,1.0,-1
18454_00146.swc,1,7171.275,4276.3,3545.525,1.0,-1
18454_00147.swc,1,7397.724999999999,4267.45,3482.025,1.0,-1
18454_00148.swc,1,6784.75,4365.0,3408.3,1.0,-1
18454_00149.swc,1,7927.875,3874.3,3528.0,1.0,-1
18454_00150.swc,1,8110.550000000001,3817.5,3463.3,1.0,-1
18454_00151.swc,1,7914.1,4088.4,3628.375,1.0,-1
18454_00152.swc,1,8063.975,4178.925,3467.825,1.0,-1
18454_00153.swc,1,7030.925,4356.05,4156.3,1.0,-1
18454_00154.swc,1,6813.1,4547.3,4212.9,1.0,-1
18454_00155.swc,1,6941.424999999999,4509.474999999999,4194.175,1.0,-1
18454_00156.swc,1,7329.625,4462.8,4077.025,1.0,-1
18454_00157.swc,1,7038.124999999999,4461.375,3803.575,1.0,-1
18454_00158.swc,1,6774.825,4563.525,3959.7,1.0,-1
18454_00159.swc,1,7119.450000000001,4653.525,3798.125000000001,1.0,-1
18454_00160.swc,1,7065.275,4835.775000000001,4329.35,1.0,-1
18454_00161.swc,1,7114.25,4774.6,4405.7,1.0,-1
18454_00162.swc,1,6862.025,4439.075,3709.675,1.0,-1
18454_00163.swc,1,6735.775,4462.2,3564.9500000000003,1.0,-1
18454_00164.swc,1,7046.299999999999,4531.900000000001,3754.475,1.0,-1
18454_00165.swc,1,7095.999999999999,4342.675,3721.925,1.0,-1
18454_00166.swc,1,6754.474999999999,4742.875,3722.725,1.0,-1
18454_00167.swc,1,6862.25,4744.075,3596.3,1.0,-1
18454_00168.swc,1,6776.5,4773.75,3645.225,1.0,-1
18454_00169.swc,1,6681.25,4924.45,3751.6,1.0,-1
18454_00170.swc,1,8625.25,3999.4,3157.625,1.0,-1
18454_00171.swc,1,8398.025,4254.425,3317.4500000000003,1.0,-1
18454_00174.swc,1,4919.0,5249.049999999999,9061.65,1.0,-1
18454_00176.swc,1,6484.325,4926.05,6015.849999999999,1.0,-1
18454_00177.swc,1,6450.400000000001,4992.925,5954.075000000001,1.0,-1
18454_01000.swc,1,6610.4,3661.325,8083.724999999999,1.0,-1
18454_01001.swc,1,6687.375,3926.65,7736.25,1.0,-1
18454_01004.swc,1,6488.450000000001,3827.475,7614.575000000001,1.0,-1
18454_01005.swc,1,6623.375,3844.35,7677.8,1.0,-1
18454_01006.swc,1,6712.3,4262.85,8032.174999999999,1.0,-1
18454_01007.swc,1,6628.574999999999,4389.525,7904.7,1.0,-1
18454_01009.swc,1,6684.2,4028.35,7663.124999999999,1.0,-1
18454_01010.swc,1,6669.424999999999,3976.8,7580.150000000001,1.0,-1
18454_01011.swc,1,6720.85,4096.7,7644.199999999999,1.0,-1
18454_01012.swc,1,6546.025000000001,4130.55,7585.325000000001,1.0,-1
18454_01013.swc,1,6687.15,4090.075,7308.25,1.0,-1
18454_01014.swc,1,6566.025000000001,4206.8,7221.174999999999,1.0,-1
18454_01015.swc,1,6636.825000000001,4350.099999999999,7447.225,1.0,-1
18454_01018.swc,1,6741.599999999999,4400.625,7138.249999999999,1.0,-1
18454_01021.swc,1,7021.525,2699.25,7717.45,1.0,-1
18454_01022.swc,1,6781.4,3202.825,7833.575000000001,1.0,-1
18454_01023.swc,1,6947.375,3641.3,8104.525,1.0,-1
18454_01027.swc,1,7252.9,3411.475,7903.775000000001,1.0,-1
18454_01030.swc,1,6968.174999999999,3831.55,8162.7,1.0,-1
18454_01031.swc,1,7024.875,3797.175,8163.95,1.0,-1
18454_01032.swc,1,7078.625,3931.725,8159.025,1.0,-1
18454_01033.swc,1,7019.775,3926.975,8107.15,1.0,-1
18454_01034.swc,1,7237.175,3691.45,8122.150000000001,1.0,-1
18454_01035.swc,1,7110.049999999999,3806.8,8086.775,1.0,-1
18454_01038.swc,1,6739.875000000001,3759.525,8023.5,1.0,-1
18454_01039.swc,1,6997.400000000001,3729.475,7954.725,1.0,-1
18454_01040.swc,1,6714.325,3756.65,7877.05,1.0,-1
18454_01041.swc,1,6918.525,3667.375,7901.55,1.0,-1
18454_01042.swc,1,6923.325,3769.3,7902.925,1.0,-1
18454_01043.swc,1,6879.049999999999,3710.825,7744.549999999999,1.0,-1
18454_01044.swc,1,6870.25,3881.0,7940.7,1.0,-1
18454_01045.swc,1,6927.599999999999,3820.15,8053.45,1.0,-1
18454_01047.swc,1,6955.074999999999,3838.225,7790.625,1.0,-1
18454_01048.swc,1,7210.550000000001,3773.8,7857.474999999999,1.0,-1
18454_01049.swc,1,7252.025000000001,3847.075,7828.900000000001,1.0,-1
18454_01050.swc,1,7751.949999999999,3558.625,8343.775,1.0,-1
18454_01051.swc,1,6669.450000000001,3669.4,7725.449999999999,1.0,-1
18454_01052.swc,1,6695.5,3719.375,7485.8,1.0,-1
18454_01053.swc,1,6853.5,3657.9,7559.650000000001,1.0,-1
18454_01054.swc,1,7080.05,3715.725,7647.499999999999,1.0,-1
18454_01055.swc,1,6960.95,3946.3,8043.925,1.0,-1
18454_01056.swc,1,6726.000000000001,4074.425,7746.425000000001,1.0,-1
18454_01059.swc,1,6798.675,4044.075,7619.974999999999,1.0,-1
18454_01060.swc,1,7096.45,3971.025,7579.900000000001,1.0,-1
18454_01061.swc,1,7031.15,4006.95,7610.625,1.0,-1
18454_01062.swc,1,6743.575,4084.375,7428.525000000001,1.0,-1
18454_01063.swc,1,6967.45,3984.85,7521.75,1.0,-1
18454_01064.swc,1,6948.425,4240.15,7474.925,1.0,-1
18454_01066.swc,1,6894.925000000001,4383.525000000001,7213.174999999999,1.0,-1
18454_01067.swc,1,7043.174999999999,4280.525,7128.900000000001,1.0,-1
18454_01069.swc,1,6872.025,4490.400000000001,7340.75,1.0,-1
18454_01072.swc,1,7047.624999999999,4523.125,7214.849999999999,1.0,-1
18454_01073.swc,1,7216.7,4460.425,7110.550000000001,1.0,-1
18454_01074.swc,1,7239.1,4386.625,7245.6,1.0,-1
18454_01075.swc,1,6980.625000000001,4377.225,6913.95,1.0,-1
18454_01078.swc,1,5334.65,3768.25,3428.075,1.0,-1
18454_01079.swc,1,7027.549999999999,3574.6250000000005,3691.3,1.0,-1
18454_01080.swc,1,7005.800000000001,3671.0,3662.925,1.0,-1
18454_01081.swc,1,7220.8,3690.65,3642.6,1.0,-1
18454_01082.swc,1,6937.15,3708.125,3623.55,1.0,-1
18454_01085.swc,1,7169.3,3716.1,3570.95,1.0,-1
18454_01086.swc,1,7070.725,3748.95,3453.675,1.0,-1
18454_01089.swc,1,7339.624999999999,3781.35,3334.25,1.0,-1
18454_01090.swc,1,6893.8,3801.8,3267.85,1.0,-1
18454_01091.swc,1,7006.725,3644.525,3253.3499999999995,1.0,-1
18454_01092.swc,1,7448.75,3668.225,3420.3,1.0,-1
18454_01093.swc,1,7523.475,3716.8,3430.8500000000004,1.0,-1
18454_01094.swc,1,6968.75,3885.45,3747.825,1.0,-1
18454_01095.swc,1,7108.450000000001,3797.55,3675.425,1.0,-1
18454_01096.swc,1,7242.650000000001,3871.475,3652.975,1.0,-1
18454_01097.swc,1,7158.3,3891.025,3655.575,1.0,-1
18454_01098.swc,1,6984.6,3858.75,3661.575,1.0,-1
18454_01099.swc,1,6761.775,3990.025,3548.8500000000004,1.0,-1
18454_01100.swc,1,6769.199999999999,4005.375,3483.8,1.0,-1
18454_01101.swc,1,6962.325,3965.375,3485.8,1.0,-1
18454_01103.swc,1,7032.325,3875.65,3569.8500000000004,1.0,-1
18454_01104.swc,1,7333.95,3822.7,3545.3,1.0,-1
18454_01105.swc,1,7159.650000000001,3902.125,3460.875,1.0,-1
18454_01106.swc,1,7071.825,3923.975,3397.625,1.0,-1
18454_01107.swc,1,7326.075,3935.725,3613.55,1.0,-1
18454_01108.swc,1,7333.575000000001,4038.5,3496.675,1.0,-1
18454_01109.swc,1,6824.325000000001,3910.225,3269.35,1.0,-1
18454_01110.swc,1,6967.725,3970.875,3253.425,1.0,-1
18454_01111.swc,1,6883.775,3997.425,3292.4500000000003,1.0,-1
18454_01112.swc,1,7037.2,3850.3,3262.925,1.0,-1
18454_01113.swc,1,7334.5,3841.2,3296.075,1.0,-1
18454_01114.swc,1,7218.224999999999,3941.35,3281.825,1.0,-1
18454_01115.swc,1,7012.224999999999,3962.65,3351.6,1.0,-1
18454_01116.swc,1,7001.25,4012.9,3227.875,1.0,-1
18454_01117.swc,1,7264.924999999999,4026.6,3268.65,1.0,-1
18454_01118.swc,1,7084.025,4075.2,3173.525,1.0,-1
18454_01119.swc,1,6991.875,4044.275,3617.15,1.0,-1
18454_01120.swc,1,6691.400000000001,4135.900000000001,3533.625,1.0,-1
18454_01121.swc,1,6665.525,4141.325,3481.175,1.0,-1
18454_01122.swc,1,6871.7,4234.7,3586.2499999999995,1.0,-1
18454_01123.swc,1,7182.4,4139.75,3208.475,1.0,-1
18454_01124.swc,1,7033.974999999999,4195.174999999999,3242.75,1.0,-1
18454_01125.swc,1,7458.700000000001,3842.225,3450.3,1.0,-1
18454_01126.swc,1,7409.5,3806.8,3382.175,1.0,-1
18454_01127.swc,1,7391.875,3871.7,3319.925,1.0,-1
18454_01130.swc,1,6688.249999999999,4601.325,7598.325,1.0,-1
18454_01131.swc,1,6186.3,4912.575,6050.6,1.0,-1
18454_01132.swc,1,6968.5,4565.225,7728.400000000001,1.0,-1
18454_01133.swc,1,7071.15,4513.375,7696.55,1.0,-1
18454_01134.swc,1,6905.599999999999,4678.799999999999,7597.575000000001,1.0,-1
18455_00002.swc,1,6629.300000000001,3582.275,8969.5,1.0,-1
18455_00004.swc,1,4663.525,3126.775,7144.1,1.0,-1
18455_00005.swc,1,4493.275,3328.3499999999995,7996.85,1.0,-1
18455_00007.swc,1,4425.8,3425.9500000000003,8049.5,1.0,-1
18455_00008.swc,1,4908.2,3390.9999999999995,8044.0,1.0,-1
18455_00009.swc,1,4912.35,3482.0,8215.699999999999,1.0,-1
18455_00011.swc,1,4598.025,3684.575,7961.499999999999,1.0,-1
18455_00012.swc,1,3989.55,3576.8500000000004,7875.075,1.0,-1
18455_00013.swc,1,4338.4,3619.2,7626.675,1.0,-1
18455_00014.swc,1,5140.675,3582.575,7547.825000000001,1.0,-1
18455_00015.swc,1,6559.175,3581.0250000000005,7577.825,1.0,-1
18455_00016.swc,1,3984.3,3209.25,7170.650000000001,1.0,-1
18455_00017.swc,1,8069.625000000001,3433.2250000000004,8015.000000000001,1.0,-1
18455_00018.swc,1,7297.974999999999,2991.875,7909.950000000001,1.0,-1
18455_00019.swc,1,6683.599999999999,3678.775,8025.950000000001,1.0,-1
18455_00020.swc,1,6919.799999999999,3690.9,7964.225,1.0,-1
18455_00021.swc,1,6937.475,3695.7,7935.7,1.0,-1
18455_00022.swc,1,6782.049999999999,3639.325,7636.95,1.0,-1
18455_00023.swc,1,6745.325,3488.525,7088.299999999999,1.0,-1
18455_00026.swc,1,5350.125,2692.15,3600.875,1.0,-1
18455_00028.swc,1,5071.625,2899.525,3138.875,1.0,-1
18455_00030.swc,1,3738.475,3622.425,3866.725,1.0,-1
18455_00031.swc,1,4837.525000000001,3238.15,3573.15,1.0,-1
18455_00032.swc,1,5045.924999999999,3271.425,3405.45,1.0,-1
18455_00033.swc,1,4477.7,3308.6,3026.475,1.0,-1
18455_00036.swc,1,4538.075,3715.3,3153.0,1.0,-1
18455_00037.swc,1,4830.299999999999,3651.0,2655.85,1.0,-1
18455_00040.swc,1,5904.975,3097.1,3057.3250000000003,1.0,-1
18455_00041.swc,1,6509.975,3514.975,2289.9,1.0,-1
18455_00042.swc,1,7315.000000000001,3107.925,3379.2250000000004,1.0,-1
18455_00043.swc,1,7751.775000000001,3151.475,3132.025,1.0,-1
18455_00044.swc,1,7790.575,3142.025,3376.775,1.0,-1
18455_00045.swc,1,7808.499999999999,3314.825,3342.275,1.0,-1
18455_00046.swc,1,7687.85,3444.75,3022.125,1.0,-1
18455_00047.swc,1,6983.150000000001,3586.475,3625.375,1.0,-1
18455_00048.swc,1,7413.225,3623.075,3689.425,1.0,-1
18455_00049.swc,1,7082.4,3748.675,3225.275,1.0,-1
18455_00050.swc,1,8207.800000000001,3532.625,3357.75,1.0,-1
18455_00106.swc,1,4485.65,3750.500000000001,8391.175,1.0,-1
18455_00110.swc,1,4438.325,4168.3,8751.8,1.0,-1
18455_00119.swc,1,5382.099999999999,4197.025,8492.3,1.0,-1
18455_00120.swc,1,6619.0,3894.275,7958.475,1.0,-1
18455_00121.swc,1,6566.775,3953.0,7900.125,1.0,-1
18455_00122.swc,1,6590.125,3810.525,7528.700000000001,1.0,-1
18455_00123.swc,1,6530.875,3823.15,7282.349999999999,1.0,-1
18455_00124.swc,1,6354.5,4134.525,7241.95,1.0,-1
18455_00125.swc,1,6583.775,4636.175,7493.474999999999,1.0,-1
18455_00126.swc,1,5886.4,4259.349999999999,5581.05,1.0,-1
18455_00127.swc,1,5953.2,4490.8,5599.2,1.0,-1
18455_00132.swc,1,6185.75,4826.125,6017.325000000001,1.0,-1
18455_00133.swc,1,6366.625,4820.95,5899.925,1.0,-1
18455_00134.swc,1,6313.65,4766.8,5786.825000000001,1.0,-1
18455_00135.swc,1,6834.575,4306.0,9206.125,1.0,-1
18455_00136.swc,1,6936.849999999999,3820.575,7965.375,1.0,-1
18455_00137.swc,1,6680.0,3907.25,7941.7,1.0,-1
18455_00138.swc,1,6982.174999999999,3783.325,8073.0,1.0,-1
18455_00139.swc,1,6730.800000000001,3995.55,7865.000000000001,1.0,-1
18455_00140.swc,1,6635.4,3774.55,7856.675,1.0,-1
18455_00142.swc,1,6826.900000000001,3909.925,7642.400000000001,1.0,-1
18455_00143.swc,1,7048.25,3823.675,7770.625,1.0,-1
18455_00144.swc,1,7097.849999999999,3893.275,7636.324999999999,1.0,-1
18455_00145.swc,1,6713.525,4213.775,7678.275,1.0,-1
18455_00146.swc,1,6737.275,4149.0,7531.45,1.0,-1
18455_00147.swc,1,6637.975,4192.224999999999,7538.450000000001,1.0,-1
18455_00148.swc,1,6664.400000000001,4173.05,7446.975,1.0,-1
18455_00150.swc,1,6920.0,4495.05,7144.125,1.0,-1
